0.0,0.0,0.0
0.0,0.05,0.0
0.0,0.1,0.0
0.0,0.15,0.0
0.0,0.2,0.0
0.0,0.25,0.0
0.0,0.3,0.0
0.0,0.35,0.0
0.0,0.4,0.0
0.0,0.45,0.0
0.0,0.5,0.0
0.0,0.55,0.0
0.0,0.6,0.0
0.0,0.65,0.0
0.0,0.7,0.0
0.0,0.75,0.0
0.0,0.8,0.0
0.0,0.85,0.0
0.0,0.9,0.0
0.0,0.95,0.0
0.0,1.0,0.0
0.05,0.0,0.0
0.05,0.05,0.0
0.05,0.1,0.0
0.05,0.15,0.0
0.05,0.2,0.0
0.05,0.25,0.0
0.05,0.3,0.0
0.05,0.35,0.0
0.05,0.4,0.0
0.05,0.45,0.0
0.05,0.5,0.0
0.05,0.55,0.0
0.05,0.6,0.0
0.05,0.65,0.0
0.05,0.7,0.0
0.05,0.75,0.0
0.05,0.8,0.0
0.05,0.85,0.0
0.05,0.9,0.0
0.05,0.95,0.0
0.05,1.0,0.0
0.1,0.0,0.0
0.1,0.05,0.0
0.1,0.1,0.0
0.1,0.15,0.0
0.1,0.2,0.0
0.1,0.25,0.0
0.1,0.3,0.0
0.1,0.35,0.0
0.1,0.4,0.0
0.1,0.45,0.0
0.1,0.5,0.0
0.1,0.55,0.0
0.1,0.6,0.0
0.1,0.65,0.0
0.1,0.7,0.0
0.1,0.75,0.0
0.1,0.8,0.0
0.1,0.85,0.0
0.1,0.9,0.0
0.1,0.95,0.0
0.1,1.0,0.0
0.15,0.0,0.0
0.15,0.05,0.0
0.15,0.1,0.0
0.15,0.15,0.0
0.15,0.2,0.0
0.15,0.25,0.0
0.15,0.3,0.0
0.15,0.35,0.0
0.15,0.4,0.0
0.15,0.45,0.0
0.15,0.5,0.0
0.15,0.55,0.0
0.15,0.6,0.0
0.15,0.65,0.0
0.15,0.7,0.0
0.15,0.75,0.0
0.15,0.8,0.0
0.15,0.85,0.0
0.15,0.9,0.0
0.15,0.95,0.0
0.15,1.0,0.0
0.2,0.0,0.0
0.2,0.05,0.0
0.2,0.1,0.0
0.2,0.15,0.0
0.2,0.2,0.0
0.2,0.25,0.0
0.2,0.3,0.0
0.2,0.35,0.0
0.2,0.4,0.0
0.2,0.45,0.0
0.2,0.5,0.0
0.2,0.55,0.0
0.2,0.6,0.0
0.2,0.65,0.0
0.2,0.7,0.0
0.2,0.75,0.0
0.2,0.8,0.0
0.2,0.85,0.0
0.2,0.9,3.1968031968031966e-06
0.2,0.95,0.0
0.2,1.0,0.0
0.25,0.0,0.0
0.25,0.05,0.0
0.25,0.1,0.0
0.25,0.15,0.0
0.25,0.2,0.0
0.25,0.25,0.0
0.25,0.3,0.0
0.25,0.35,0.0
0.25,0.4,4.715284715284715e-05
0.25,0.45,0.0
