0.72,0
0.66,1
0.59,2
0.54,3
0.49,4
0.48,5
0.46,6
0.44,7
0.43,8
0.41,9
0.41,10
0.38,11
0.37,12
0.37,13
0.36,14
0.36,15
0.35,16
0.35,17
0.35,18
0.34,19
0.34,20
0.33,21
0.33,22
0.33,23
0.32,24
0.31,25
0.31,26
0.31,27
0.31,28
0.31,29
0.3,30
0.3,31
0.3,32
0.3,33
0.29,34
0.29,35
0.29,36
0.29,37
0.29,38
0.29,39
0.29,40
0.29,41
0.29,42
0.29,43
0.28,44
0.27,45
0.27,46
0.27,47
0.27,48
0.27,49
0.27,50
0.27,51
0.27,52
0.27,53
0.27,54
0.27,55
0.27,56
0.27,57
0.27,58
0.27,59
0.27,60
0.27,61
0.27,62
0.27,63
0.27,64
0.27,65
0.27,66
0.27,67
0.27,68
0.27,69
0.27,70
0.27,71
0.27,72
0.27,73
0.27,74
0.27,75
0.27,76
0.27,77
0.27,78
0.27,79
0.27,80
0.27,81
0.27,82
0.27,83
0.27,84
0.27,85
0.27,86
0.27,87
0.27,88
0.27,89
0.27,90
0.27,91
0.27,92
0.27,93
0.27,94
0.27,95
0.27,96
0.27,97
0.27,98
0.27,99
0.27,100
0.27,101
0.27,102
0.27,103
0.27,104
0.27,105
0.27,106
0.27,107
0.27,108
0.27,109
0.27,110
0.27,111
0.27,112
0.27,113
0.27,114
0.27,115
0.27,116
0.27,117
0.27,118
0.27,119
0.27,120
0.27,121
0.27,122
0.27,123
0.27,124
0.27,125
0.27,126
0.27,127
0.27,128
0.27,129
0.27,130
0.27,131
0.27,132
0.27,133
0.27,134
0.27,135
0.27,136
0.27,137
0.27,138
0.27,139
0.27,140
0.27,141
0.27,142
0.27,143
0.27,144
0.27,145
0.27,146
0.27,147
0.27,148
0.27,149
0.27,150
0.27,151
0.27,152
0.27,153
0.27,154
0.27,155
0.27,156
0.27,157
0.27,158
0.27,159
0.27,160
0.27,161
0.27,162
0.27,163
0.27,164
0.27,165
0.27,166
0.27,167
0.27,168
0.27,169
0.27,170
0.27,171
0.27,172
0.27,173
0.27,174
0.27,175
0.27,176
0.27,177
0.27,178
0.27,179
0.27,180
0.27,181
0.27,182
0.27,183
0.27,184
0.27,185
0.27,186
0.27,187
0.27,188
0.27,189
0.27,190
0.27,191
0.27,192
0.27,193
0.27,194
0.27,195
0.27,196
0.27,197
0.27,198
0.27,199
0.27,200
0.27,201
0.27,202
0.27,203
0.27,204
0.27,205
0.27,206
0.27,207
0.27,208
0.27,209
0.27,210
0.27,211
0.27,212
0.27,213
0.27,214
0.27,215
0.27,216
0.27,217
0.27,218
0.27,219
0.27,220
0.27,221
0.27,222
0.27,223
0.27,224
0.27,225
0.27,226
0.27,227
0.27,228
0.27,229
0.27,230
0.27,231
0.27,232
0.27,233
0.27,234
0.27,235
0.27,236
0.27,237
0.27,238
0.27,239
0.27,240
0.27,241
0.27,242
0.27,243
0.27,244
0.27,245
0.27,246
0.27,247
0.27,248
0.27,249
0.27,250
0.27,251
0.27,252
0.27,253
0.27,254
0.27,255
0.27,256
0.27,257
0.27,258
0.27,259
0.27,260
0.27,261
0.27,262
0.27,263
0.27,264
0.27,265
0.27,266
0.27,267
0.27,268
0.27,269
0.27,270
0.27,271
0.27,272
0.27,273
0.27,274
0.27,275
0.27,276
0.27,277
0.27,278
0.27,279
0.27,280
0.27,281
0.27,282
0.27,283
0.27,284
0.27,285
0.27,286
0.27,287
0.27,288
0.27,289
0.27,290
0.27,291
0.27,292
0.27,293
0.27,294
0.27,295
0.27,296
0.27,297
0.27,298
0.27,299
